tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
133	تحديث.. ٢١ مارس ٢٠٢٠  الساعة:  ١١ م بتوقيت مكة المكرمة  عدد حالات الشفاء من #كورونا المستجد بدول الخليج: 🇧🇭البحرين: ١٢٥ من ٣١٠ إصابة 🇦🇪الإمارات: ٣٨ من ١٥٣ إصابة 🇴🇲عُمان: ١٣ من ٥٢ إصابة 🇰🇼الكويت: ٢٧ من ١٧٦ إصابة 🇸🇦السعودية: ١٦ من ٣٩٢ إصابة 🇶🇦قطر: ٢٧ من ٤٨١ إصابة	yes	no	yes	no	no	no	no
134	فيديو 🎥| جانب من جهود #أشغال في تنظيف وتعقيم الشوارع وذلك في إطار مواجهة انتشار فيروس #كورونا  #مرسال_قطر URL	yes	no	yes	no	no	no	no
135	احدى طائرات الشحن القطرية القادمة من إيران تحمل على متنها مرضى بفيروس كورونا بغطاء تبرعات طبية مكدسين فوق بعضهم تهبط بمطار بيروت بالقوة تحت حماية حزب الله .. URL	yes	yes	yes	yes	yes	yes	yes
136	إصابة عمالة آسيوية وأفريقية في قطر بـ #كورونا منذ أسابيع ونقلوا العدوى لآخرين #العربية_عاجل URL	yes	yes	yes	yes	yes	yes	yes
137	كانوا يحاربون الشركات الوطنية لهدفين  ١) إضعاف اقتصاد البلد، لصالح اقتصاد قطر وتركيا.  ٢) ابتزاز اصحاب الشركات للتبرع للمؤسسات الخيرية التي يديرونها، وتعيين كوادرهم قيادات في هذه الشركة، والا تستمر الحملات.  ٣) اضعاف شركات معينة لصالح شركات غيرها اصحابها يدعمونهم ب(أوقاف) ضخمة.	yes	yes	yes	yes	no	yes	yes
138	أعلنت دولة #قطر_اليوم ان #الخطوط_الجوية_القطرية سوف تنقل المساعدات من كل دول العالم إلى #ايران دون مقابل وفي اطار الدعم الذي تقدمه قطر لمساعدة الجهود الايرانية لمكافحة كورونا ولمواجهة المقاطعة التي تفرضها الولايات المتحدة على ايران . ايران قالت ان شعبها لن ينسى من يقف معها .	yes	no	yes	yes	yes	yes	no
139	لتقديم البلاغات والشكاوي الخاصة بالحجر الصحي (الفنادق - المنازل) ، والإبلاغ عن حالات عدم  الالتزام بالإرشادات الصحية والأمنية للوقاية من #فيروس_كورونا  (كوفيد-19)  يمكنكم الاتصال على الخط الساخن 44579999 .. سلامتكم تهمنا #سلامتك_هي_سلامتي  #الداخلية_قطر URL	no	nan	nan	nan	nan	no	no
141	يمر العالم بظروفٍ صعبةٍ تتطلب تكاتف الأفراد والمجتمعات والحكومات لمواجهة خطر انتشار فيروس كورونا المستجد، نأمل من الجميع الالتزام بحزمة التعليمات والإجراءات الصادرة من الدولة للحد من انتشار الفيروس و التغلب عليه.   نسأل الله العظيم أن يحفظنا جميعاً.	no	nan	nan	nan	nan	no	no
142	تعلن وزارة الصحة العامة عن فتح باب التطوع لدعم جهود دولة قطر في إطار الإجراءات الوقائية والاحترازية للحد من انتشار #فيروس_كورونا (كوفيد-19)  #سلامتك_هي_سلامتي  URL	yes	no	yes	no	no	no	no
143	سمو أمير البلاد المفدى يوجه بتقديم 150 مليون دولار على مدى 6 أشهر دعما لقطاع غزة، وذلك استكمالا لجهود دولة قطر في التخفيف من معاناة الشعب الفلسطيني الشقيق، ودعما  لبرامج الأمم المتحدة الإغاثية والإنسانية في قطاع غزة، ولمكافحة تفشي فيروس كورونا المستجد (كوفيد-19). #قنا URL	yes	no	yes	no	no	no	no
144	USERID #قطر تم عزلها منذ ثلاث سنوات من قبل جيرانها لانها مصابة بفايروس التآمر .. وهي لم تُشفى منه حتى يتم إعادة دمجها بمحيطها. قد تُشفى من #كورونا لكن من المستبعد ان تُشفى من فايرس التآمر المتفشي في قيادتها.	no	nan	nan	nan	nan	no	no
145	اتّحد مذيعو الجزيرة جميعاً مع الإخوان المسلمين مع بقايا الصحوة البائدة مع مدّعي الوحدة اليمنية الفاشلة ليعترفوا جميعا: “إنّ قطر أصغر بكثير من أن تقوم بتصنيع ونشر الفيروس”، فقلت لهم: “كذلك فإنّ فيروس كورونا صغير جداً، ومع ذلك يعيث في الأرض الخراب”.  URL	no	nan	nan	nan	nan	no	no
146	ماذا بعد #كورونا يا أهل قطر ؟😉	no	nan	nan	nan	nan	no	no
147	الجهات المختصة تبذل كل جهودها لمكافحة انتشار فيروس #كورونا.. التزم بدورك و #لأجل_قطر_خلك_فالبيت URL	no	nan	nan	nan	nan	no	no
148	ليش تستغربون وتضجون لمن #قطر اعلنت استعداداتها لنقل المساعدات الطبية ل #ايران لمواجهة #كورونا ؟!  #الامارات و #السعودية  قدمت اجهزة ومعدات طبية لإسرائيل وماحد تكلم مو بس كذا قدمتا اكثر من 10 مليار دولار لدعم المستشفيات الإسرائيلية   #فيروس_كورونا	yes	yes	yes	yes	yes	yes	yes
149	بيان #مديرية_الطيران_المدني عن رحلة الخطوط القطرية #طهران #بيروت بقول كانت حاملة “جثمان من كندا وبريد سياسي” بينما البيان القطري الرسمي بقول “خالية من أي بضائع أو ركاب” مطلوب من المسؤولين عنا توضيح... مش ناقصنا فضايح وتناقض ممكن يزيد عدم الثقة بزمن #كورونا	yes	yes	yes	nan	yes	yes	yes
150	هل تحولت قطر من ناقل للمليشيات والأسلحة والأموال للارهابيين إلى ناقل للأوبئة؟  عدة صحف تتحدث ان الطائرة القطرية ليست للشحن كما تدعي قطر  وليست لنقل الاسلحة والمليشيات كما توقعنا وتعودنا  بل تطور الامر واصبحت تنقل المرضى الذين عجزت مستشفيات ايران عن استيعابهم الى لبنان.   #كورونا URL	yes	yes	yes	yes	yes	yes	yes
151	يعد التباعد الاجتماعي خطوة هامة للحد من انتشار فيروس كورونا (كوفيد-19). يرجى اتباع النصائح والتدابير الوقائية التي اوصت بها وزارة الصحة العامة للحفاظ على سلامة المجتمع ودعم الجهود والإجراءات الاحترازية التي تقوم بها دولة #قطر.  #سلامتك_هي_سلامتي URL	no	nan	nan	nan	nan	no	no
152	جميع وكالات الأنباء والقنوات مشغولة في توعية الناس من الوباء إلا مرتزقة الجزيرة مشغولين بالشيخ محمد بن زايد وماذا قال وأين ذهب الأمير محمد بن سلمان وبماذا صرح الرئيس السيسي!  عقدة نقص قطر وتنظيم الكلبين ستبقى أخطر من كورونا ولهذا قالوا لا تصارع خنزيرا بالوحل فتتسخ انت ويستمتع هو.	no	nan	nan	nan	nan	no	no
153	وزارة الصحة العامة تقول إن الحالات الـ17 التي تماثلت للشفاء من فيروس كورونا (كوفيد-19) ، بينهم 4 مواطنين قطريين، ليصل إجمالي حالات الشفاء من الوباء إلى 27 حالة في دولة قطر.  #قنا	yes	no	yes	no	no	no	no
155	وزائرتي كأن بها حياء فليس تزور إلا في الظلام فرشت لها المطارف والحشايا فعافتها وباتت في عظامي يضيق الجلد عن نفسي وعنها فتوسعه بأنواع السقام اذا ما فارقتني غسلتني كأنا عاكفان على حرام #المتنبي #الحمى #وباء #كورونا #الكويت #السعودية #قطر #الامارات #البحرين #عمان URL	no	nan	nan	nan	nan	no	no
156	رئيس مجلس الوزراء ووزير الداخلية يصدر قرارا بفرض إجراءات احترازية لمنع كافة أشكال التجمع، بسلطة القانون، على سبيل المثال لا الحصر (الكورنيش، والحدائق والشواطئ العامة، والتجمعات الاجتماعية)، وذلك استمراراً للجهود التي تبذلها الدولة للتصدي لفيروس كورونا والحد من انتشاره . #قنا URL	yes	no	yes	no	no	no	no
157	شوارع #قطر خالية ، حظر مجتمعي دون صدور قانون الحظر حتى الآن .. خالية ومنازلها عامرة بالحب والوفاء والولاء والمسؤولية .. المجتمع كله هو حائط الصد العظيم تجاه المحن والأزمات 🇶🇦🇶🇦🇶🇦💪🏻💪🏻💪🏻👏🏼👏🏼👏🏼👏🏼👏🏼 #كورونا URL	no	nan	nan	nan	nan	no	no
158	وكالة أنباء تركيا الرسمية “ الأناضول “   تعيد تكرار نفس الخبر ! العالم مشغول بوباء #كورونا . وهم والقطريين مشغولين بفوبيا محمد بن سلمان !  يكررون اعادة نشر الخبر في كل الاوقات وهذا يدل على جنونهم وتأزمهم من صورته واسمه.  وش انت مسوي بهم 🇸🇦 😂 ؟ URL	yes	yes	nan	yes	no	yes	no
159	عقب قرار منع كافة أشكال التجمع بسلطة القانون للحد من انتشار فيروس كورونا (كوفيد-19)، نشدد على ضرورة تحمل المسؤولية والالتزام بكافة القرارات والإجراءات الاحترازية لضمان سلامة الجميع في دولة #قطر. #سلامتك_هي_سلامتي URL	no	nan	nan	nan	nan	no	no
160	يعتقد الخبراء الصينيون أن #كورونا قد يتسبب في تلف الخصيتين وعقم الذكور ، ويوصي الرجال المصابين بإجراء اختبارات لجودة السائل المنوي ومستويات الهرمون،، **إن صدق اعتقادهم فالفايروس انتاج مختبرات 100%للسيطرة على الانفجار السكاني،وإلا ماعلاقة مرض تنفسي يؤثر على الخصوبة!! URL	yes	yes	yes	yes	yes	yes	yes
161	ما هو أفضل علاج لفيروس كورونا كوفيد-١٩؟ URL	no	nan	nan	nan	nan	no	no
163	تواجه قناتي: (يوسف علاونة مباشر) حملة شعواء من بهايم حلف اللطم وتضمن هذا دفع رشاوى لتعطيل الاشتراكات القديمة  برجاء تجديد الاشتراك وتفعيل الجرس  ونشر هذه التغريدة #كورونا #اوامر_ملكية #Covid_19 #قطر #ترك #مجوس #اخوان #احذية #روافض #خوارج #يوسف_علاونة  URL	no	nan	nan	nan	nan	no	no
164	فيديو 🎥| هيئة الأشغال العامة “#أشغال” تقوم بتنظيف وتعقيم الشوارع في إطار مكافحة انتشار فيروس #كورونا  USERID  #نديب_قطر URL	yes	no	yes	no	no	no	no
165	راجعنا بعد ما ينتهي كورونا نشوف موضوع مشكلتك الصغيرة جداً.  #كورونا #كورونا_السعوديه #قطر URL	no	nan	nan	nan	nan	no	no
166	كم انت عظيم ايها الشعب اليمني تحارب انقلاب مدعوم ايرانيا وقطريا وتطوق القاعدة وداعش وتسمو فوق خزعبلات المثبطين وتجار الازمات وتراقب الخونة الذين باعوا أنفسهم للشيطان وتستعد مع العالم لمواجهة #كورونا الذي قد يدخل مع الخبراء الإيرانيين او السماسرة القطريين القادمين الى صنعاء...	yes	yes	no	yes	no	yes	yes
167	أمير #قطر الشيخ تميم بن حمد آل ثاني يدعم #غزة ب 150 مليون دولار استكمالا لمشاريع الإغاثة والإعاشة، ودعما للقطاع الصحي في مواجهة وباء #كورونا .... (صنائع المعروف تقي مصارع السوء) وبإذن الله “دَفْعِة بَلا” URL	yes	no	yes	no	no	no	no
168	منظمة العفو الدولية: إصابة عمال بناء في #قطر بفيروس #كورونا بعد رفض السلطات علاجهم ووضعهم بمستشفيات غير مؤهلة URL	yes	yes	yes	yes	yes	yes	yes
169	إصابة عاملين بمشروعات كأس العالم في قطر بـ #كورونا #العربية_عاجل URL	yes	yes	yes	yes	yes	yes	yes
170	أعاد مغردون تداول صورا، لعمال آسيويين مكدسين في منطقة فارغة مكتظة بالقاذروات، وهم يرتدون كمامات، مستنكرين ما قالوا إنها ”انتهاكات ضد الإنسانية، وأبشع أنواع الإهانات يتلقاها الآسيويون في #الدوحة“ URL #إرم_نيوز #قطر #فيروس_كورونا URL	yes	yes	yes	yes	yes	yes	yes
171	”#كورونا“ يسقط #قطر من جديد في فخ ”إهانة“ العمالة الأجنبية (صور)  #إرم_نيوز #الدوحة #نطالب_بحظر_تجول_في_قطر   URL	yes	yes	yes	yes	yes	yes	yes
172	#عاجل برئاسة #خادم_الحرمين_الشريفين .. عقد القمة الاستثنائية الافتراضية لـ #مجموعة_العشرين حول #فيروس_كورونا المستجد (كوفيد 19) الخميس المقبل. URL #واس URL	yes	no	no	no	no	no	yes
173	بأمر خادم الحرمين الشريفين  منع التجول للحد  من انتشار #فيروس_كورونا  من الساعة 7م حتى الساعة 6ص  لمدة 21 يوم URL	yes	no	yes	no	no	no	no
174	تغريدة من ذهب ،، يعني تعتبر هذا النوع من الأخبار هي حرب ؟ يعني قناة الجزيرة خلال ٢٠ سنة جالسة تحارب العرب ؟ للأسف يا ياسر يابو حثالة مازلت ذليل عند حكام قالوا “ الأردن بلا كرامة “ ولكن المرتزق مثلك مايهمه وطنه قدر مايهمه جيبه	no	nan	nan	nan	nan	no	no
175	بالأمس انطلقت ابواق #الإخوان في محاولة لاخفاء الأخبار المتواترة عن انهيار منظومة #تركيا الصحية وتحولها إلى بؤرة ساخنة لمرض #كورونا ولم تمض أكثر من ١٢ ساعة حتى  يأتينا خبر تحرك #الصين لإنقاذها !! أين الجهاز الذي يكتشف في ثلاث ثواني؟؟ أين تصدير #اردوغان ل 500 ألف جهاز إلى أمريكا؟؟	no	nan	nan	nan	nan	yes	yes
176	كمصري أعيش في #السعودية منذ ثلاث عقود اقولها بكل صراحة بأن تعامل حكومة #السعودية بقيادة #خادم_الحرمين_الشريفين و #ولي_العهد مع أزمة #كورونا_الجديد اكثر من رائع  وسيذكر التاريخ انها تعاملت مع الأزمه باقصى سرعة وأحترافية وأمانه وصراحة ، حفظ الله #السعودية_العظمى #كورونا_السعوديه	no	nan	nan	nan	nan	no	no
177	قبل 8 أيام روجت #تركيا لخلوها من #كورونا ووصفت الاحترازات السعودية بالرعب، اليوم أعلنت عن وفاة 21 مواطن وتجاوز عدد الإصابات 900 حالة، وهي الدولة الوحيدة التي فاق فيها عدد الإصابات 500 حالة بلا أي حالات شفاء، يؤسفني القول، 10 أيام وستذهب إلى كارثة إنسانية لتلحق بإيطاليا وإيران.	yes	no	yes	yes	yes	yes	yes
178	ثلاثة أمور اتوقع نحصل عليها زبادة الانتاج ولو مليون برميل اضافي فوق إنتاجنا السابق وطائرات اف ٣٥ وتخصيب اليورانيوم على ارضنابالاضافة بتحقيق مكاسب بملفات سياسية متعددة من حرب الحوثي وملف قطروايران  مقابل ان نخفض إنتاجنا واتت كورونا وزادت موقفناقوة فهو ضاغط اقتصادي ومشغل الغرب الان	no	nan	nan	nan	nan	no	no
179	إذا كنت تعتقد أن مناعتك قوية ولا تخشى من الإصابة بفيروس #كورونا، تذكر والديك وأهلك وأحبابك وأبناء وطنك الغالي أن تكون سبباً في نقل العدوى لهم لا سمح الله.  #كلنا_مسؤول #خلك_بالبيت	no	nan	nan	nan	nan	no	no
180	في الوقت الذي تتوحد فيه الجهود العالمية لمواجهة فايروس #كورونا الذي يهدد العالم تخرج علينا هذه القناةبتحقيق مليء بالكذب والإفتراءات وتصورات خيالية ما هذا الحقد الأسودالموجود في قلوبهم أسأل الله لكم الشفاء وأن تجدوا علاج لهذا الحقد الذي أصبح كالوباء يجتاح كل العاملين بهذه القناة	no	nan	nan	nan	nan	yes	yes
181	إذا كان سؤالكم عن سبب الارتفاع فهو بسبب وجود أكثر من ٧٠ مصاب حاملين للجنسية التركية وهم الأن تحت رعاية وزارة الصحة يعاملون معاملة أبناء الوطن التركيز على #السعودية يعكس مدى الخبث والحقد الذي بداخلكم الذي يظهر جلياً بهذه التغريدة التى تمثل حالتكم التي لا علاج لها	yes	yes	yes	yes	yes	yes	yes
182	#كورونا راحت تقابل #كورونا 😊ً URL	no	nan	nan	nan	nan	no	no
183	الأخ #فيصل_القاسم هل لازلت ترغب في الذهاب إلى بريطانيا 😊 #كورونا  USERID URL	no	nan	nan	nan	nan	yes	yes
184	هل تعلم بأن 33٪ من المصابين بـ #كورونا_الجديد في السعودية بسبب التقارب الاجتماعي  لسلامتك ولصحة المجتمع ابقى في منزلك URL	yes	no	yes	no	no	no	no
185	الصين الدولة الوحيدة التي إنحسر فيها #كورونا بسبب الاجرائات الصارمة أرسلت فريق طبي كبير لمساعدة ايطاليا. في المؤتمر الصحفي بميلانو تحدث الصينيين عن عدة نقاط لازالت تقتل الايطاليين وأهمها التهاون بتطبيق الحجر المنزلي. السعيد من اتعظ بغيره ..  URL	yes	no	yes	no	no	no	no
186	سؤال للجميع   من كان يهاجم شركات المرأعي والشركات السعودية الأخر   👇🏻  المقطع اليوم في عز أزمة كورونا   من كان المستفيد من هذا الهجوم على الشركات السعودية العملاقه ولمصلحة من 😎🤔  #عز_يابلاد 🇸🇦 URL	no	nan	nan	nan	nan	yes	yes
187	قوات الكيان التركي تقوم بالاعتداء على نساء وأطفال السودان في مطار اسطنبول  ●وأوامر الإعلام قطر بالامتناع من الحديث في الأمر.  ■هذا وقد وصل عدد المصابين في فايروس #كورونا في تركيا الالآف ولهذا قامت الهند بمنع السفر أو استقبال أي طائرة من تركيا. #ضرب_سودانيين_بمطار_تركيا #امجد_طه URL	yes	yes	yes	yes	yes	yes	yes
188	وزير الاتصالات يقول لكم: 16 خدمة بريدية في خدمتكم… 12 تطبيق توصيل يساعدكم… لن ينقصكم شيء مع هذه الخدمات والتطبيقات… أبقى آمناً في منزلك… والتطبيقات تخدمك👌 #امر_ملكي	yes	no	yes	no	no	no	no
189	رجل أمن يوجه نصيحة لشبان خرجوا في رحلة برية متجاهلين التحذيرات المتكررة. #كورونا URL	yes	no	yes	no	no	no	no
190	خلافاً لطلبك الذي ينم عن عقل صغير تريد اجتماع على طاولة وقت #كورونا إلا أني أسألك سؤال منذ انقلاب حمد على والده وكل عام يجلس قادة الخليج معكم هل منعكم ذلك من الغدر أو من الخيانة؟! من يجلس معكم كمن يجلس مع الثعابين ويطلب السلامة!!	no	nan	nan	nan	nan	yes	yes
192	احصائيات كورونا العالمية التي كنا نشاهدها خلال شهر اصبحنا نشاهدها خلال اسبوع وهذا مايفسر بان القادم اصعب عالمياً .. من يدري لعل الله اراد ايقاف شر اعظم منه .. كل ماعلينا الان هو التكاتف لتطبيق تعاليم الدولة حرفياً فهي من اجل حياتنا ، فخطاب الملك “حفظه الله” يوم امس واضح وصريح ،،،	no	nan	nan	nan	nan	no	no
193	أشكر إخواني الخطباء والأئمة والمؤذنين بمملكتنا الغالية على تطبيقهم كافة الإجراءات الاحترازيةالتي نفذتها الوزارة مواكبة لجهود القيادة الرشيدة في التصدي لفايروس #كورونا مستشعرين بذلك الواجب الشرعي تجاه دينهم ووطنهم وقيادتهم وعظم المسئولية في الحفاظ على صحة المواطنين والمقيمين .	no	nan	nan	nan	nan	no	no
194	#خادم_الحرمين_الشريفين : وإذ نشكر كل الجهات على جهودها، ونخص العاملين في المجال الصحي، أولئك الذي يقدمون جهوداً جليلةً للمحافظة على صحة المواطن والمقيم، باذلين نفوسهم في مواجهة هذه المرحلة الدقيقة. #كورونا #كلنا_مسؤولون #النيابة_العامة URL	no	nan	nan	nan	nan	no	no
196	وزارة التجارة #السعودية تقطع الطريق على عمالة وافدة كانت تنوي بيع 140 ألف كمامة طبية بأسعار مرتفعة في السوق السوداء استغلالا لأزمة #كورونا URL	yes	no	yes	no	yes	yes	yes
197	عاجل 🔴  .  .  وزير الصحة :   بدأنا باستخدام علاج الملاريا لعلاج بعض المصابين بفيروس كورونا في المملكة . .  . #السعوديه	yes	no	yes	no	no	no	no
1	Препоръките към държавите-членки в рамките на пролетния пакет на #EuropeanSemester са фокусирани върху осигуряване на координирани действия в отговор на пандемията от COVID19 ➡ https://t.co/OO6k2v0WWZ Основните акценти са два 👇 https://t.co/OTFUztedeP	no	nan	nan	nan	nan	no	no
2	За тия, дет си мислят, че няма вирус https://t.co/bV1O5PwM5u	no	nan	nan	nan	nan	no	no
3	Отменят се част от противоепидемичните мерки, въведени заради COVID-19 у нас https://t.co/3lps5rrwQN	yes	no	yes	no	no	no	no
4	Oпазването на биоразнообразието 🦋🐅🐘🌴 остава приоритет и за външната дейност на ЕС 🇪🇺. Отделяме6⃣ млн. евро в помощ на опазването на застрашени видове в държави от Африка, Карибския регион и Тихия океан, силно засегнати от пандемията #coronavirus. ➡ https://t.co/SpP9ljubt7 https://t.co/07I0TnBSfz	yes	no	yes	no	no	no	no
5	Кратък обзор над мерките в сградостроителството взети в Хонг Конг след SARS през 2003 и промените в урбанизацията при предишни чуми. https://t.co/2Upr2Wc0Bw	no	nan	nan	nan	nan	no	no
6	👏 Държавите-членки се споразумяха за техническа съвместимост между приложенияta за последяване на контактите 📲 срещу разпространението на #coronavirus. 🚉🏖🛣 Още една стъпка към свободното и безопасно пътуване в ЕС! ➡ https://t.co/soLpRuRgGy #EUtourism https://t.co/OD5iJoX7Iq	yes	no	yes	no	no	no	yes
7	Нова платформа за споделяне на добри практики от сектора на спорта свързва представители от министерствата на спорта във всички държави членки. 🥎🏊‍🏸⚽🤸‍ Проектът е стартиран от комисар @GabrielMariya и цели по-бързо възстановяване на сектора от кризата с #COVID19! https://t.co/pCZXKEXfqm	no	nan	nan	nan	nan	no	no
8	80% от активните фармацевтични съставки и 40% от готовите лекарства, които се продават в Европа, се произвеждат в Китай и Индия. Това е сред факторите, повишаващи риска от липси. ЕП предлага насърчаване на производството в Европа: https://t.co/CxyTWR57y0 #ЕвропаСрещуCOVID19 https://t.co/oA86Kd1pZe	yes	no	yes	no	no	no	no
11	Единната интегрална природа все повече ни се разкрива и затова се усещаме в падение, все повече несъответстващи на единната природа. Нейната реакция на несъответствието са катаклизми и вируси. Но това не е наказание а стремеж да ни уравновеси нас с природата! М. Лайтман #covid19	no	nan	nan	nan	nan	no	no
13	Новината, че са открили Covid-19 в сперма трудно ще се преглътне от някои.	no	nan	nan	nan	nan	no	no
14	Хубаво е във всеки урок да участват технологии - Даниела Попова е преподавател по музика СУ “Св. Патриарх Евтимий” гр.Пловдив: https://t.co/rwKEc6Q989 #COVID19 #GoogleClassroom #KarafunStudio #MicrosoftTeams #Office365 #БАИТ https://t.co/deGb2tZhld	no	nan	nan	nan	nan	no	no
15	В интервю за ТВ Европа посланик @frobine говори за впечатленията си от 🇧🇬, отговора на кризата с #Covid19 във 🇫🇷 и 🇪🇺 и връзките между дипломацията и науката. 👉 https://t.co/E5lHUAX4yH https://t.co/iv2ybbftwP	no	nan	nan	nan	nan	no	no
17	Хубавото е, че ситуацията около COVID-19 преброи тъпаците в държавата. Лошото е, че не са никак малко	no	nan	nan	nan	nan	no	no
18	Знам, че и вие имате нужда от добри новини, соу https://t.co/UaDeOK6La7	no	nan	nan	nan	nan	no	no
19	Кратко казано: #COVID #кризата трябва да е задължителна част от анализа на #ПакетМобилност. Транспортът на #ЕС утре няма да е същият, а днес хвалим #ЗелениКоридори и спорим колко често да се връщат празни камиони. За здрава икономика трябва здрав разум.	no	nan	nan	nan	nan	no	nan
20	#ЕвропаСрещуCOVID19 В първите дни от извънредното положение Националният младежки форум започна кампанията #ВремеЗаТеб и организира серия от безплатни уебинари, които да помогнат на младежи да усъвършенстват уменията и компетентностите си, докато са вкъщи: https://t.co/sxkjHuiAoc https://t.co/sTYQRKTgnn	no	nan	nan	nan	nan	no	no
21	💬 @eurofound е агенцията на ЕС за подобряване на социалните политики и политиките по заетостта. Участвайте в проучването им за ефекта, който промените във връзка с #coronavirus имат върху живота ви. ⌛ Отнема 10 мин. 👉 https://t.co/baXi7X35Tb #COVID19 https://t.co/qUW9riUCiy	no	nan	nan	nan	nan	no	no
22	Антиваксери на апарати. Буквално ! https://t.co/q1zvQT8jb0	no	nan	nan	nan	nan	no	no
23	5 съвета за маските и коронавируса от Световната здравна организация. #WorldHealthOrganization #coronavirus #COVID19 https://t.co/XBFsvIFpxN	yes	no	yes	no	no	no	no
24	Чернобил - 1986 г. Купонната с-ма - 1990 г. Краха на СССР - 1991 г. Голямата инфлация - 1996 г. BSE - 2007 г. Н5N1 - 2007 г. H1N1 - 2009 г. Фукушима - 2011 г. Ебола - 2014 г. COVID-19 - 2020 г.	no	nan	nan	nan	nan	no	no
25	THE BIG CHANGE: Covid-19 и климатичната криза Очакваме ви на втората ни онлайн дискусия, посветена промяната в света след коронавируса: на 29 април ще си говорим за COVID-19 и климатичните промени. #movebg #editbg #climatechange #webinar #society #CHANGE https://t.co/v1oZHHzToZ	no	nan	nan	nan	nan	no	no
26	Пиратството процъфтява на държавно ниво https://t.co/Q4Dvelqr6d	no	nan	nan	nan	nan	no	no
27	Служителите в хранителните магазини останаха на работните си места по време на разгара на кризата с коронавируса. Ванеса, която работи в хранителна верига, разказа за предизвикателствата, но и уроците по време на кризата: https://t.co/gYpUY5Hk7N #ЕвропаСрещуCOVID19	no	nan	nan	nan	nan	no	no
28	Това, че вече има потвърден COVID-19 в БГ не променя ситуацията с много. Беше ясно, че няма как да останем встрани и че е въпрос на време да се открият. Но поне слага край на двете безумни теории: има, но ги крият и няма заради аурата на Б.Б..	no	nan	nan	nan	nan	no	no
29	Международния център @NizamiGanjaviIC 🇦🇿 помага на #България в борбата с #COVID19 . @PresidentOfBg @MFABulgaria @NarodnoSabranie @MoEBulgaria https://t.co/1YuyBHfrYs https://t.co/gKKPhEjPDe	yes	no	yes	no	no	no	yes
30	Обществеността превъзхожда числено полицейската сила в такъв мащаб, че за да си върши полицията работата, тя го прави разчитайки на съгласието на обществото. В момента наблюдаваме как това съгласие бива оттеглено. https://t.co/v466A1uC84	no	nan	nan	nan	nan	no	no
31	Вече започнахме: на живо първият от специалните онлайн уебинари на https://t.co/q8sdnz7A5f. Говорим си за предизвикателствата и новите измерения на свободата, свързани с COVID 19 започва. Гледайте го тук: https://t.co/0PG2XUsltn #movebg #editbg https://t.co/3n7Oc6dpqU	no	nan	nan	nan	nan	no	no
32	Коронавирусът е особена програма, заредила се в общия компютър, наречен човечество и е започнала да работи в него. Тази програма иска от нас по-голямо взаимно включване. Ако го постигнем, то ще се справим с вируса. А дотогава ние се учим само от страданията. М. Лайтман #covid19	no	nan	nan	nan	nan	no	no
33	Проверeте статистикaта: там където хората са по-близки, усещат общия #социум, там загубите от #coronavirus са много по-малки. Колкото повече #обществото е разделено, толкова повече са жертвите от #короновируса. Михаел Лайтман #StayAtHome	no	nan	nan	nan	nan	no	no
34	Озадачена от извадката от разпореждането на партиарха, реших да потърся цялото писмо. Което всъщност звучи много практично и разумно и освен за молитви говори за конкретни мерки в храмовете. Не ставайте папагали! https://t.co/LtnwM9BDPj	no	nan	nan	nan	nan	no	no
35	Полицията в Мадрид забранява ловенето на покемони по време на извънредното положение. https://t.co/FoZRyfjM61	no	nan	nan	nan	nan	no	no
36	Нова програма на ЕС цели да укрепи системите на здравеопазване в Европа и да ги подготви по-добре за бъдещи кризи като пандемията от COVID-19: https://t.co/YKDqBQNQOY #ЕвропаСрещуCOVID19 https://t.co/e2D0udgOpM	yes	no	yes	no	no	no	no
37	🔴🎥 Пресконференция за действията на ЕС в контекста на кризата с #coronavirus. За превод на български 🇧🇬👉https://t.co/0D9ssMmrlz https://t.co/m25VRSyP8t	no	nan	nan	nan	nan	no	no
38	Европейският фонд за най-нуждаещите се осигурява храна и материална помощ за тези, които имат най-голяма нужда от тях.🙌🇪🇺 Заради #coronavirus правилата на фонда бяха променени, за да позволят осигуряването на предпазни средства и лечение, вкл. за доброволци и социални работници. https://t.co/zvOVTDXvVI	yes	no	yes	no	no	no	no
40	COVID-19 и технологичните общности в България: https://t.co/XEIPo5sEHD #WomenWhoCodeSofia @googledevs #GDG #covid_19 #usergroups #ReactJS #Bulgaria #SofiaCryptoMeetup #Django #PHP #Flutter #Kotlin #ReactJS #Java #Python #community #tech https://t.co/ZErGu9tfsG	no	nan	nan	nan	nan	no	no
41	Видео-конференция на Бюрото на Европейския парламент - „Поуките за Европа след COVID-19; Как ЕС да бъде по-подготвен за бъдещи подобни предизвикателства“, в която участвах заедно с моите колеги Ангел Джамбазки и Петър Витанов. https://t.co/zJ7gI7NjgQ	no	nan	nan	nan	nan	no	no
42	туроператорите са предложили да се промени методологията за отчитане на случаите с Covid-19.. германският гражданин вярва на официалните данни от институциите и че докато се обявяват подобни данни, няма да има положителен резултат за туристическия сектор https://t.co/IUPqwuLEvL	yes	no	yes	no	no	no	no
