tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
55	فيروس كورونا هو فيروس صحي .. وفيروس اقتصادي .. وفيروس سياسي أيضا ... ونقول لكافة دول العالم .. هذا وقت التوحد والتعاون والتكاتف لمحاربة أهم عدو للبشرية .. الخلافات جميعها تصغر أمام هذا التحدي الجديد..والعالم يستطيع التغلب بشكل أسرع عليه إذا وقف القوي مع الضعيف والغني مع الفقير . URL	no	nan	nan	nan	nan	no	no
198	المتحدث بإسم وزارة الصحة:  * تسجيل ١١٩ إصابة جديدة بفيروس كورونا اليوم وإجمالي الحالات يصل إلى ٥١١ حالة.   * ٧ قادمين من الخارج * ٧٢ من الجنسية التركية  * ٤٠ بسبب المخالطة * تم إجراء ٢٣٠٠٠ الف فحص مخبري * حالات التعافي ١٧ حالة	yes	no	yes	no	no	no	no
73	#عاجل متحدث الصحة: تسجيل 48 إصابة جديدة بفيروس كورونا وإجمالي الحالات يصل إلى 392 حالة. #واس_عام	yes	no	yes	no	no	no	no
121	#فيديو | غضب شعبي في #قطر لتباطؤ الحكومة ضد “#كورونا” وزيرة الصحة د.حنان الكواري تبلغ القيادة القطرية بأن وضع الوباء خرج عن السيطرة في #قطر ، عدد الحالات التي تصل الى المستشفيات يومياً في قطر مايقارب100 حالة كورونا ، وتطالب بتدخل القيادة العليا . #قطر_هي_كورونا  #قطر URL	yes	yes	yes	yes	yes	yes	yes
195	سمو #ولي_العهد يتلقى اتصالين من المستشارة الألمانية ورئيس كوريا الجنوبية للحديث حول مكافحة انتشار وباء كورونا المستجد، وذلك استكمالا لاتصالات سابقة مع رؤساء عدد من الدول. URL	yes	no	no	no	no	no	no
140	عاجل مسؤولين في منظمة الصحة العالمية ارسلوا تحذير لنظام قطر بعد ان رفضت وزارة الصحة بالدوحة تجهيز مستشفى للعمالة المصابة(آسيوية وأفريقية)ب #كورونا وأمر USERID الأمر اعلامياً(غداً)ووصل عدد المصابين لأكثر من862 #حظر_تجول_اجباري_ينقذنا #تكفون_اقعدوا_في_بيوتكم #امجد_طه	yes	yes	yes	yes	yes	yes	yes
27	الحمد لله الذي بنعمته تتم الصالحات.  تم بحمد الله اليوم شفاء 5 حالات من المصابين بفيروس كورونا المستجد، ليبلغ عدد الذين تم شفاؤهم 27 حالة. نرجو الله الشفاء للمرضى والسلامة للجميع.	yes	no	yes	no	no	no	no
2073	Партито излезе скъпо - @DjokerNole потвърди, че той и съпругата му са дали положителни проби за #COVID19, а турнирът @AdriaTennisTour е прекратен. https://t.co/RRJLX26GDW	yes	no	yes	no	no	no	no
477	Известие-разказ: "На 31.03.20г.учени от ТУ Ст.Загора направиха революционно откритие.Изолираха нов щам коронавирус който се влияе от слънчевите лъчи.Става силно вирулентен през нощта.Това налага въвеждане на вечер час за гражданите. Именуван е COVID-19 ST.	no	nan	nan	nan	nan	no	no
2993	Бившият национал по борба Николай Щерев е починал след усложнения от COVID-19 https://t.co/MPdXmyS42I Тъжна новина! Вярвах, че младите и силни организми се справят по-лесно с Covid-19, но явно невинаги. Пазете се и бъдете разумни!	yes	no	yes	no	no	no	no
1489	@mmateva Ами и трите всъщност. Комбинажия от хора през @HelpKarma, подпомагам (доста скромно) месечно @toestbg и давам на COVID кампаниите във ФБ. Не от алтруизъм, ако си кътаме парите ще изпаднем в яката рецесия.	no	nan	nan	nan	nan	no	no
1844	Си Дзинпин е принуждавал СЗО @WHO да прикрива данни за #COVID19 - "Дер Шпигел" https://t.co/mBaIiOwI68	yes	no	yes	yes	yes	yes	no
727	Отрицателна проба за COVID-19 на починалия адвокат Мануел Манчев https://t.co/yYSseUT1nj чрез @bang2joom	no	nan	nan	nan	nan	no	no
568	Парламентът гласува днес за одобряването на помощ от 3 млрд. евро за системите на здравеопазването в най-силно засегнатите от #COVID19 региони на ЕС &gt;&gt;&gt; https://t.co/KqBTdHaNGF #ЕвропаСрещуCovid19 https://t.co/EVmcb02QnK	yes	no	yes	no	no	no	no
529	📢Актуална статистика и графики на разпространението на COVID-19 в България 🇧🇬 https://t.co/aPzOBhofI6 https://t.co/Uqt3RxULgG	no	nan	nan	nan	nan	no	no
863	казвах ви аз за Виетнам.. ето още една доста добра статия за постиженията на Виетнам. Този път от Австралия. Има и част за достоверност на данните. https://t.co/qJdaoxa4qA	no	nan	nan	nan	nan	no	no
2757	5 нови случая на Covid-19 са регистрирани в Бургас през последното денонощие, 140 заразени са установени в цяла България https://t.co/QXYJQfK7xz	yes	no	yes	no	no	yes	no
39	#COVID19 преобърна живота ни наопаки, но има неща, които не се променят - желанието ни да сме заедно и да попълваме албума на спомените. Да пътуваме в Европа! Тя чака да бъде преоткрита. #GoEuropean @EPPGroup https://t.co/YbgDfodTes	no	nan	nan	nan	nan	no	no
2784	ОМГ, Китай още преди седмица е почнал да завладява Италия, като и праща помощи за коронавируса. А Германия днес се очаква в името на брацкатия евроатлантизъм да помага на Италия, не го правеше досега щото ф ЕС не обичаме авторитаризъма, а сме закърмени с индивудуализъм. https://t.co/b5QSgjachz	yes	no	yes	yes	no	no	no
2156	Новите с Covid-19 са от Панагюрище, Септември, Сърница и Пазарджик https://t.co/1QHRJ32vZF	yes	no	yes	no	no	no	no
303	Новите случаи на COVID-19 в страната са 6 https://t.co/eXlpHLScjI	yes	no	yes	no	no	no	no
951	Зловеща новина от Ухан за COVID-19 https://t.co/FMvu4uBj6O via @България 2017	no	nan	nan	nan	nan	yes	yes
1162	Подсилете имунната си ситема и увеличете дневния прием на течности с натурален чай приготвен с френка преса от Madame Coco . #stayhome #staysafe #tea #frenchpress https://t.co/ds4L7cqZdA	no	nan	nan	nan	nan	no	no
1608	.@EP_President: Положителни нови мерки от @EU_Commission: пръв приоритет е да спасим животи. ЕП ще одобри тези първи предложения възможно по-скоро. Европа трябва да действа заедно. Никой не трябва да бъде оставен сам и никой няма да действа сам https://t.co/UjHdkliGI4 #COVID19 https://t.co/e3sQlzzKyH	yes	no	yes	no	no	no	no
1023	Обаче цялата емисия на @novatv_bg се върти около статистиките, свързани с Covid-18, но с преки коресподенти от съответните населени места. 🤣	no	nan	nan	nan	nan	no	no
2110	Разговорът беше част от срещата на @ManfredWeber с #YoungMembersNetwork, чийто координатор е @EvaMaydell. Представени бяха резултати от инициативата за разговори между евродепутати и експерти, които очертаха мерки за справяне с последиците от #COVID19. https://t.co/ycQLeH5hsG	yes	no	yes	no	no	no	no
2078	Руската ваксина срещу COVID-19 е несъвместима с алкохол - По света и у нас - БНТ Новини https://t.co/8db9pyc7ff	yes	no	yes	no	no	no	no
2391	Два смъртни случая с Covid-19 у нас https://t.co/4fVc6QtpMX	yes	no	yes	no	no	no	no
982	Добре че нашия хидроинженер не реши да атакува премиерския пост, Тромпета можеше да има сериозна конкуренция. https://t.co/OWXIP6nlUq	no	nan	nan	nan	nan	no	no
1794	Bosch обяви, че разработва още по-бърз тест, който открива #надеждно случаите на COVID-19 за по-малко от 45 минути. https://t.co/EOQQh61Sc4 @BoschGlobal @Bosch_IO Bulgaria #Bosch #Test #Innovation #CoronaVirus #COVID19 #Pandemic https://t.co/1XmeTuzQww	yes	no	yes	no	yes	no	no
796	5 нови с COVID-19 в кв. “Изток” в Кюстендил, от днес маските са задължителни в града https://t.co/1VkrymLM55	yes	no	yes	no	no	no	no
1117	Проф. Руска Христова: Тест за COVID, ако очите на детето са зачервени и вдигне температура https://t.co/xSZwBfli9X	no	nan	nan	nan	nan	no	no
10	#ЕвропаСрещуCOVID19 Независимо от ограниченията, можем да окажем значителна помощ на хора по предните линии на борбата с пандемията. Сара от Мадрид е учителка, но е решила да помогне на здравните работници в Испания, като изработва маски в дома си: https://t.co/pQYGM461ZG https://t.co/gorkO9CmXV	no	nan	nan	nan	nan	no	no
356	Само Борисов,Пеевски и Горанов май са оптимисти в Европа! https://t.co/NNE2GXuRX8	no	nan	nan	nan	nan	no	no
1464	Как сапунът убива COVID-19 на ръцете | Марихуана БГ https://t.co/EuPhASaxaI	no	nan	nan	nan	nan	no	no
2219	Германия: Нови мерки за бизнеса и икономиката заради COVID-19 https://t.co/2MuG0aRbOp	yes	no	yes	no	no	no	no
1865	Нов ден! 29 млрд. € за България и огромен пробив за COVID-19 ваксина https://t.co/ST2Tb9gu5S Абонирайте се: Spotify -&gt; https://t.co/0WI20cn4sX Apple -&gt; https://t.co/Naf2k0qIjA Google -&gt; https://t.co/M2MJ9USdoK	yes	no	yes	no	yes	no	no
495	Учени съставиха карта на дезинформациите за COVID-19 https://t.co/uPgm1V1bKX	no	nan	nan	nan	nan	no	no
2476	Израел одобри нов новаторски метод за тестване на COVID-19 https://t.co/WRiqxBluiJ	yes	no	yes	no	no	no	no
750	Covid-19 покоси 498 българи, Враца вече е на картата https://t.co/6TexTCE9Lm	yes	no	yes	no	no	no	no
2086	Ваксината срещу COVID-19: Първите резултати от изпитанията върху хора на Moderna са обнадеждаващи https://t.co/ff5gfAWLxD	yes	no	yes	no	yes	no	no
1279	(До края на седмицата ще тестват за COVID-19 пловдивчани) от Зарата - Новини - https://t.co/GnwhXAyg8n #новини #COVID19 #Пловдив #тестове https://t.co/lk08cW1cxR	yes	no	yes	no	no	no	no
2106	Вижте кои са останалите държави, за които отпада карантината и задължението да представят отрицателен #PCR тест за #COVID19 https://t.co/ABhCbd25Tf	no	nan	nan	no	nan	no	no
1692	Програмата на #VdLCommission за седмицата 👉 https://t.co/rMncqOwb6S. Усилията за намаляване на разпространението и негативните последици на #COVID19 остават основен фокус. 🇪🇺 Днес се провежда заседание на Еврогрупата, която ще обсъди икономически мерки срещу кризата. https://t.co/Tl3ekNzQv6	yes	no	yes	no	no	no	yes
1003	Въвеждат строги мерки в Сунгурларе заради трима Covid-19 https://t.co/Hyjy7cmcLj via @poligraff.net	yes	no	yes	no	no	no	no
87	@Tangerrinka @muiiio 1 час я четох, спрях по средата и се насилих да я дочета, ама е нужно. Червеното хапче е тази статия. Иначе видях днес и една по-късичка, която казва почти същото, но с малко повече оптимизъм (поне в контекста на Европа): https://t.co/7L9Bi5wHs1	no	nan	nan	nan	nan	yes	no
98	Европейският съюз предприема множество мерки за борба с коронавируса - от забавяне на разпространението на пандемията и връщане на европейци у дома до инвестиции в търсенето на ваксина и подкрепа за запазване на работните места ↓ #ЕвропаСрещуCovid19 🇪🇺 https://t.co/8Zxxs8Lkzd	yes	no	yes	no	no	no	no
1660	Необходими са нови и добре фокусирани икономически мерки Според актуално проучване на Eurofound (Европейската тристранна фондация на работодатели, синдикати и правителства), България е икономически най-засегнатата държава от COVID-19 в целия ЕС. https://t.co/0RugTL91MU https://t.co/OIdhwQyJ30	yes	no	yes	nan	no	no	no
394	Българският евродепутат от ГЕРБ/ЕНП, зам.-председател на @EPPGroup д-р @andreykovatchev за Следващо поколение - #NextGenerationEU #EUsolidarity 🇪🇺 🤝 #StrongerTogether #UnitedInSolidarity #ЕвропаСрещуCovid19 #EuropeansAgainstCovid19 ℹ️ Вижте видеото ⬇️ https://t.co/0t8r6Wi8nq	no	nan	nan	nan	nan	no	no
1539	На Деня на свободата на печата нека не забравяме, че свободата на изразяване и плурализмът са основни права в ЕС. Сега, когато кризата засегна силно медиите, ЕП отново посочи, че свободни и независими медии са ключови за демокрацията: https://t.co/l12Lefc86E #ЕвропаСрещуCOVID19 https://t.co/RTWUxeQCGV	yes	no	yes	no	no	no	no
2395	САЩ отчитат 1 млн. заразени с COVID-19 https://t.co/ps2Lgq2cVi	yes	no	yes	no	no	yes	yes
740	щатите са това което са, заради такива хора, а Тръмп да го духа USACE Support to COVID-19 Response https://t.co/Krp2D4ZvKp via @YouTube	no	nan	nan	nan	nan	no	no
1496	(#Сърбия: Забрана за повече от 5-ма на едно място и полицейски час от петък до понеделник) от Зарата - Новини - https://t.co/pjheM1fUL4 #новини #COVID19 #Вучич #Сърбия	yes	no	yes	no	no	no	no
1831	COVID-19: Парадокс на превенцията - ако мерките работят, хората ги смятат за излишни https://t.co/IZSd8uC1tI via @wmg_news	no	no	nan	nan	no	no	no
607	Не ме говорите повече за този генерал колко бил в час, моля ви! #covid19 https://t.co/IKR7GesWqe	no	nan	nan	nan	nan	no	nan
2547	Има нови жертви на COVID-19 в България https://t.co/UI6yJyPKUB	yes	no	yes	no	no	no	no
1896	През последното денонощие броят на заразените с #coronavirus в Австрия надхвърли 300. Страната въвежда по строги гранични мерки особено за завръщащите се от страните от Западните Балкани: https://t.co/r01z2qq2TA #COVID19 #COVIDー19 https://t.co/pC4eYW24Jk	yes	no	yes	no	no	yes	no
1816	Още двама пастори починаха след сбирката, върнала COVID-19 във Варна: Две от жертвите на коронавируса в последните часове са пастори. Евангелска сбирка в Перущица стана причина за повишено активиране на разпространението на COVID-19 в страната. На тази… https://t.co/1EEfTMQn3N	yes	no	yes	no	yes	no	no
2577	7-те "заразени" в община #Благоевград са негативни за #COVID19 https://t.co/XJ12xXa1SU	yes	no	yes	no	no	no	no
1266	USA Д-Р ЕРИКСОН: „ПРИТИСКАТ НИ ДА ПИШЕМ COVID-19 В СМЪРТНИТЕ АКТОВЕ!“. YOU TUBE СКАНДАЛНО СВАЛИ ИНТЕРВЮТО! /ВИДЕО!/ https://t.co/XfeiLSuqUg https://t.co/CslbNV31OT	yes	no	yes	yes	no	yes	no
2348	Футболист на ЦСКА е дал положителна проба за COVID-19 https://t.co/4UHdB0n5y8	yes	no	yes	no	no	no	no
2081	Днес бе Световният Ден на Здравето, но COVID поставя под напрежение всички здравни системи от публичния сектор. Настояваме за нов подход относно финансирането, правата на работниците и уважение към всички специалисти, работеши в сферата на здравеопазването https://t.co/9qGeeuzFrp https://t.co/dCxDZRqLz7	yes	no	yes	no	no	no	no
2806	Отново скок на заразените с Covid-19 у нас | 112 са положителите проби за к https://t.co/cpyGgJ0AYq	yes	no	yes	no	no	no	no
2116	Европейските граждани ще бъдат в безопасност само когато целият 🌎 се спаси от #coronavirus ❗ Научете повече за стратегията на 🇪🇺 за ваксините: 👉 https://t.co/dJkPp8Yji1 #UnitedAgainstCoronavirus #StrongerTogheter #GlobalResponse #VaccinesWork https://t.co/fUBizTys04	no	nan	nan	nan	nan	no	no
71	Как да се пазим, къде да не пътуваме. Препоръките на институциите за COVID-19 https://t.co/23zqceFAOO	no	nan	nan	nan	nan	no	no
1153	До есента може да има ваксина за Covid- 19 | Американската фармацевтична ко https://t.co/uDZJLiQ3UA	yes	no	yes	no	no	no	yes
1589	Пик в обл. Стара Загора, в кланицата на Градус, който не я затварят, щото мафиотът е приятел на властта. (същият мафиот държи кланицата за норки за ценни кожи) https://t.co/aNSlAJaRA0	yes	yes	yes	yes	yes	no	nan
1750	Министърът на здравеопазването на България #КирилАнаниев нарежда със Заповед РД-01-264/14.05.2020г. да се вкарат в болницата ЗАДЪЛЖИТЕЛНО всички възрастни над 60 год, положително тествани за #COVID19 БЕЗ ЗНАЧЕНИЕ дали имат симптоми или не.	yes	no	yes	no	no	no	no
2605	BREXSIT....... BRITANIA KAPUT..... IN RECESION.... KAPUT.... .. . Страната вече е на прага на дълбоката рецесия, защото на практика дейността на почти цялата икономика спря https://t.co/4rGmK1vGj5 B	no	nan	nan	nan	nan	no	no
1649	Винаги съм твърдял, че СЗО има колосален PR проблем... https://t.co/ME1zXM8I3c	no	nan	nan	nan	nan	no	no
390	📢 Европейският институт за иновации и технологии @EITeu осигурява 60 млн. евро финансиране за предприемачи и МСП с иновативни решения 💡 в борбата срещу кризата с #coronavirus. #EITCrisisResponse Вижте повече ℹ https://t.co/fIVOP7gw3t https://t.co/kyTWySQP2U	yes	no	yes	no	no	no	no
1026	Коботи срещу COVID-19 https://t.co/ZXTYB2C6SI via @naukaoffnews	no	nan	nan	nan	nan	no	no
1056	COVID 19: COVID 19 - е заболяване , което може да убие Бълга... https://t.co/6sUqxYMqF3	no	nan	nan	nan	nan	yes	no
571	Коронабалът във В. Търново прати областта на челно място по заболели от COVID-19 у нас https://t.co/2zZhG9V8lA	no	nan	nan	nan	nan	no	no
2444	Каназирева за COVID тестването: Голямата изненада е, че ни подкрепят над 60% от хората - DC news https://t.co/FmeI0kaMnl	yes	no	yes	no	no	no	no
613	Докато светът се бори с COVID-19, ЕС започва предоставянето на пакети с помощ за най-уязвимите държави, за да предотврати задълбочаването на здравната и социалната криза: https://t.co/yvjbHFylbw #ЕвропаСрещуCOVID19 https://t.co/53h44lsOX1	yes	no	yes	no	no	no	no
324	Джордже Джокович: Направихме всичко, за да уважим мерките против Covid-19 https://t.co/i2nU09Cn17 https://t.co/aKBYuEHq2n	no	nan	nan	nan	nan	no	no
2660	Депутатите не искат да се стига до полупостоянен контрол на вътрешните граници в зоната на Шенген. Прочетете за пътя към отварянето на границите след кризата с #COVID19 → https://t.co/hpg4oYhgAJ https://t.co/oJbcNol57L	yes	no	yes	no	no	no	no
2524	17 нови случаи на COVID-19 у нас, трима души са починали https://t.co/IeoxS2z50U	yes	no	yes	no	no	no	no
1352	Още 19 потвърдени с COVID-19 и двама починали днес https://t.co/o9HyoHHv4B чрез @wmg_news	yes	no	yes	no	no	no	no
2584	Положителните потвърдени случай в кварталите „Факултета“ и „Филиповци“ на COVID-19 са 10 https://t.co/X75uYqfk64 https://t.co/savxXHUVxj	yes	no	yes	no	no	yes	yes
1353	Гришо разказа за последствията от COVID-19 и призна, че... https://t.co/s2tr75WlD4 https://t.co/ZT40uDRyED	no	nan	nan	nan	nan	no	no
1190	Обединеното кралство обявява „най-пълната програма за грип в историята“, която цели да ваксинира 30 милиона https://t.co/JrQyrxFVdP	yes	no	yes	no	no	no	yes
309	През април @eurofound започна широко проучване за непосредствените икономически и социални ефекти на кризата с #COVID19. 📊🔍Първите резултати можете да видите тук ➡ https://t.co/LObvAbOup6 📢 Проучването е отворено до 1 юли https://t.co/baXi7XkHhL https://t.co/6g6utO1jw3	no	nan	nan	nan	nan	no	no
1848	Подобряване обслужването на пациенти с COVID-19 в Дупница обсъдиха министър Ангелов с прокуриста на общинската болница и представители на местната власт https://t.co/g5JB1hpnRf	yes	no	yes	no	no	no	no
50	#COVID19 В този кризисен момент е важно да улесним въздушния превоз на товари в ЕС 📦 и да избегнем голям ръст в разходите. Ето препоръките на ЕК към държавите-членки, за да сме сигурни, че основните транспортни потоци няма да пострадат 🛬🛬🛬https://t.co/7yia7ORS4A https://t.co/ZwBnB0yPNz	no	nan	nan	nan	nan	no	no
132	25 са вече излекуваните от COVID-19 в България съобщиха от Националния оперативен щаб https://t.co/wfbQgHzGk5	yes	no	yes	no	no	no	no
2297	Словения каза край на Covid-19 пандемията https://t.co/EfwXjf2Elz	yes	no	yes	no	no	no	no
793	79 са новите заразени с #коронавирус у нас, починали са трима души #covid19България #новиниБългария https://t.co/ZYKbiJDgl5	yes	no	yes	no	no	no	no
206	Вържи попа, да е мирна здравната система! /българска covid поговорка от 21 век/ Мария Лалева	no	nan	nan	nan	nan	no	no
2802	Д-р Емил Георгиев разкри как се е излекувал от COVID-19 https://t.co/TjI2cdL5xf	yes	no	yes	nan	no	no	no
1626	Ваксина за Covid-19: най-рано след 2 години вероятно след 18 месеца до следващата пролет до края на годината октомври я имаме надяваме се средата на лятото е са в четвъртък	no	nan	yes	nan	no	no	no
1786	ЦСКА U19 e шампион на България: Армейци, юношите старша възраст на ЦСКА (родени 2001/02г) са новите шампиони на България. Заради пандемията от COVID-19 Изпълкомът на БФС взе решение да прекрати първенствата на Елитните групи, като на база на моментните… https://t.co/igsobAdw3y	yes	no	no	no	no	no	no
790	Испански регион забрани тютюнопушенето заради Covid-19 https://t.co/169SgL6GpV	yes	no	yes	no	no	no	no
577	Решено. В Русия от COVID-19 няма да умират. От друго - може. https://t.co/j0M4wwsBuZ	no	nan	nan	nan	nan	no	no
107	Хората на изкуството бяха силно засегнати от кризата с #COVID19. Прочетете как Парламентът иска да помогне ➡️ https://t.co/DYHlCpDt11 https://t.co/Gwx8y2c3Ym	no	nan	nan	nan	nan	no	no
347	Наръчник за миене на ръце: https://t.co/yrgRME2eWS	no	nan	nan	nan	nan	no	no
1958	Лятото щяло да попречи на Covid-19. https://t.co/YtjSbXzlg9	yes	no	yes	no	no	no	no
2609	Инсултите са "намалели" с 21% от началото на епидемията от Covid-19 у нас https://t.co/2ooyiQvePx	yes	no	yes	no	yes	no	no
460	Стотици се заразиха с COVID-19 в най-голямата германска кланица https://t.co/Q54Y352EK5	yes	no	yes	no	no	yes	no
1901	Джауме Дук: ЕП прие спешни предложения за борба с COVID-19 https://t.co/UH9cSjRZyK	yes	no	yes	no	no	no	no
1265	12-годишно дете почина от COVID-19 в Белгия https://t.co/QQHNn3vqZN	yes	no	yes	no	no	no	no
2437	Зариф: Иранският народ оценява нарастващата глобална кампания на правителствата и лидерите на гражданското общество, призоваващи за отмяна на незаконните санкции на САЩ. https://t.co/uYJqQxfMU8	yes	no	yes	no	no	no	no
1302	89 нови случая на #COVID19 за денонощието https://t.co/I8meeSmDCM	yes	no	yes	no	no	no	no
1970	ООН: COVID-19 ще "вземе" препитанието на половината работещи в света https://t.co/bNYnUlGzvl	yes	yes	yes	yes	yes	no	no
2543	(Турист от къмпинг край Бургас е в реанимация с COVID-19) от Зарата - Новини - https://t.co/5PVWAq3GUu #новини #COVID19 #коронавирус https://t.co/T4mwC149jp	yes	no	yes	no	no	no	no
1784	В САЩ регистрираха повторно заразяване с COVID-19 https://t.co/ycqpQT2CmF	yes	no	yes	no	yes	yes	yes
1847	Бум на нелицензирани терапии със стволови клетки срещу COVID-19 https://t.co/xlYk6TCVw2	yes	no	yes	no	yes	yes	yes
1684	За 6 месеца без работа заради COVID-19: По 3660 лв. на човек искат екскурзоводите https://t.co/1ZsbHD417j #javascript #Social	yes	no	yes	no	yes	no	no
2420	Бразилия премахна данните за заболеваемостта от COVID-19 от правителствения уебсайт https://t.co/coatdHiUuF	yes	no	yes	no	no	no	no
2980	Заради липсата на разумни стимули към българските предприятия вноса на стоки от Китай за първите 5 месеца отново расте с по-бързи темпове от износа. #COVID19 #bulgaria #China #government #bulgarian #leadership #nonprofit #busines…https://t.co/AI75SbVEEf https://t.co/ZQAhnw2GcR	yes	no	yes	no	no	no	no
2963	Премиерът допринася за стадния имунитет. 😏 https://t.co/1682Xcx3ao	no	no	yes	nan	nan	no	no
716	Д-р Гергана Николова: Единственото работещо срещу COVID-19 e... https://t.co/6Gw6jlAwBM	no	nan	nan	nan	nan	no	no
1183	@tezinka2 @vangoooo1 @kido_bea oсвен това това за смъртността дори не е вярно! смъртност от COVID 19 (засега) - 4,3% средно за целия свят; смъртност от обикновения грип - &lt;1% https://t.co/j9A2E1hO0a	yes	no	yes	no	no	no	no
1808	Трупата била принудена да отмени представленията си и да разпусне 95% от персонала си, заради пандемията от #COVID19 @CDSTheSunCircus https://t.co/5xgJnI6TQ0	yes	no	yes	no	no	no	no
1551	ЕС се нуждае от 2 трилиона евро за справяне с последиците от COVID-19, заяви Европейският парламент в резолюция по време на пленарната си сесия. Фондът за възстановяване трябва да е фокусиран върху нуждите на гражданите и в допълнение на бюджета на ЕС: https://t.co/C5rCohZI8c https://t.co/VzgHbhMHfc	yes	no	yes	no	no	no	yes
418	Шах и мат зоофоби.) https://t.co/YSz7x3WEF5	no	nan	nan	nan	nan	no	no
1676	Еурику работи в консултантска фирма, специализирана в технологията за адитивно производство (3D печат). За да помогнат за справянето с кризата с коронавируса, те започват да правят 3D защитна екипировка за медицински работници: https://t.co/yfHepqFSYH #ЕвропаСрещуCOVID19 https://t.co/iw3UNwyqzl	yes	no	yes	no	yes	no	no
2998	Пандемия COVID-19. 8 августа #КоронавирусВЦифрахИФактах #Кисловодск https://t.co/6f0sQ0e3RG https://t.co/6f0sQ0e3RG https://t.co/cMGegyJ8wu	no	nan	nan	nan	nan	no	no
2425	СЗО: Може да има внезапен втори пик на COVID-19 при рязко отслабване на мерките https://t.co/ZfeFn0USjP	yes	no	yes	no	no	no	no
184	Институтът Робърт Кох, германската агенция за контрол на заболяванията, е информирала СЗО, че твърдение на екип от Университета Лудвиг Максимилан в Мюнхен, че вирусът 2019-nCoV се предава от хора преди появата на симптоми, публикувано в @nejm, е невярно. https://t.co/XJ76cujlKa	yes	no	yes	no	yes	no	no
83	@ir_irinissima Ще има и подарък-изненада: Сръбския естраден певец Ковид Пандемич ще пее най-новия си хит "Volim te Corona"	no	nan	nan	nan	nan	no	no
939	COVID: КИТАЙСКИЯТ РЕЖИМ, СУН ДЗЪ И ИЗКУСТВОТО НА ВОЙНАТА https://t.co/SV0gOhDIEG	no	nan	nan	nan	nan	no	no
2252	Заразените от болестта COVID-19 хора могат да предадат вируса няколко дни преди п... https://t.co/f3cEcdDAO7	yes	no	yes	no	no	no	no
2207	Великобритания ще опита да лекува COVID-19 чрез кръвна плазма https://t.co/JWiuwZLBAW	yes	no	yes	no	yes	no	yes
2184	477 са потвърдените с COVID-19 у нас, смъртен случай в Стара Загора https://t.co/7mLQfk55lt	yes	no	yes	no	no	no	no
2816	Брюксел и Мадрид протестират срещу мерките против Covid-19 https://t.co/00JPR1hpyd	yes	no	yes	no	no	no	no
1182	Повишиха в полковник 100-годишен капитан, повел англичаните на война с COVID-19 - https://t.co/9YUW9uncN3 https://t.co/UoCrFeYnYv	yes	no	yes	no	no	no	no
713	БГ изследване: Лекарство за Хепатит В пази и от Covid-19 https://t.co/b3iV9RLyRn	yes	no	yes	no	yes	no	yes
2518	Мангъров, търсят те вашите. Швеция е 10 млн. Това прави 3 640 починали (досега!). В България това щеше да прави около 2 548 души. Всъщност, статията е затова, че тези жертви са дадени напразно, защото икономиката така или иначе не са я спасили. https://t.co/KhyW3UR6hU	yes	no	yes	yes	no	no	no
2978	17 души в Община Сливен са диагностицирани с COVID-19 през изминалата седмица https://t.co/ENx3PyV6pR	yes	no	yes	no	no	no	no
2641	@ignatovd @HToshko @HristoStoyano18 Глобално около 6% от случаите са с фатален край, като твърде вероятно е данните за Италия и Германия да са реално такива. С тази разлика, че едните побутват статистиката в едната посока пришивайки недоказани случаи, а другите при доказан COVID пишат причина хроничното заболяване.	yes	no	yes	yes	no	no	yes
1829	България вече произвежда лекарство с хлорохин фосфат срещу Covid-19 https://t.co/k0nytVihXC	yes	no	yes	no	yes	no	no
1466	COVID-19 в Бъкингамския дворец – принц Чарлз е дал положителна пр�... https://t.co/HdDYmnAe1l	yes	no	yes	no	no	no	no
1655	#ЕвропаСрещуCOVID19 Соня и Борислава от инициативата „Защото сме хора“ събират и раздават храна на хора в нужда. През следващите седмици ще покажем историите на герои в борбата срещу COVID-19, защото само заедно можем да се справим с предизвикателствата: https://t.co/M0ivcIWrk1	yes	no	yes	no	no	no	no
815	Трима с COVID-19 са настанени в Хигия, санитарка и медсестра на домашно лечение https://t.co/Ngd3wK00wX	yes	no	yes	no	no	no	no
2249	Реаниматор засне кошмарно ВИДЕО 18 в интензивно, пълно с болни от COVID-19 https://t.co/KjZKbo4ASx	yes	no	yes	no	yes	yes	yes
1121	KN95 / N95 маска за коронавирус, KN95 хирургична маска coronavirus n95 медицинска маска за лице 5/10-пакет, анти-коронавирус ， Цена на едро, безплатна доставка https://t.co/IPTHXuU0Q0 https://t.co/z3jx5bTLXG	no	nan	nan	nan	nan	no	no
898	Номер 2 и 4 веднага на първите места. #COVID19 https://t.co/JAntcvuG7x	no	nan	nan	nan	nan	no	no
96	Гледайте на живо сега специалната ни дискусия: COVID-19 и климатичните промени https://t.co/Vt8ZP2M0FM #movebg #editbg #poweredbymovebg #innovation #startup #bulgaria #climate #climatechange #bulgaria #green #circulareconomy #EUGreenDeal https://t.co/Ls0ZreZAjv	no	nan	nan	nan	nan	no	no
1228	Нова апаратура ускорява PCR тестовете за COVID-19 в лаборатория „ЛИНА” https://t.co/FtPJlOPOw6 #flagman от @FlagmanBG	yes	no	yes	no	no	no	no
